1645457685.000000, 1645457685.000000, 1645457685.000000
32.000000, 32.000000, 32.000000
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-30,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-30,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-30,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-30,4,57
-30,4,57
-31,4,57
-31,4,57
-31,4,57
-30,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-30,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-30,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-30,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-30,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-32,4,57
-31,4,57
-30,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-30,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,5,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-30,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-30,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-30,4,57
-31,4,57
-31,4,57
-32,4,57
-32,4,57
-31,4,57
-31,4,57
-31,4,57
-31,4,57
-32,4,57
-32,4,57
-31,4,58
-30,4,58
-33,3,56
-33,4,57
-31,5,58
-31,4,58
-34,3,55
-33,4,56
-31,4,56
-31,4,56
-31,4,57
-32,3,57
-32,4,58
-29,5,57
-29,4,56
-29,4,58
-28,4,59
-29,4,58
-28,3,58
-29,3,59
-30,3,58
-28,4,61
-26,3,61
-25,2,58
-25,3,59
-26,3,58
-29,3,56
-27,3,57
-26,3,58
-26,3,59
-26,3,59
-25,4,59
-25,4,59
-26,4,59
-24,3,59
-26,3,59
-26,4,59
-28,3,60
-29,4,61
-26,3,61
-27,3,59
-26,3,60
-25,3,60
-28,3,59
-29,3,59
-25,3,59
-23,3,59
-23,4,58
-24,4,58
-24,4,57
-26,4,56
-26,4,57
-25,4,60
-30,3,61
-28,3,61
-25,4,60
-27,5,58
-30,4,58
-31,3,58
-30,3,58
-29,3,59
-29,4,58
-29,4,58
-29,4,58
-28,4,58
-28,4,58
-29,3,59
-28,3,60
-29,3,59
-30,3,58
-29,4,57
-29,4,57
-29,4,58
-29,4,58
-30,4,58
-32,4,57
-28,4,59
-28,4,57
-29,4,56
-30,4,57
-29,4,58
-29,4,59
-28,4,58
-29,5,58
-30,4,58
-30,4,58
-29,4,58
-28,5,58
-28,4,59
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-28,4,58
-28,4,57
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-28,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,3,58
-28,4,58
-29,4,57
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-28,4,58
-29,4,58
-29,4,58
-29,4,58
-28,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-28,4,58
-28,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,5,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-28,5,58
-29,4,58
-29,5,58
-29,5,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-28,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,5,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-28,4,58
-28,5,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,5,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-28,4,58
-28,5,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,5,58
-29,4,58
-29,5,58
-29,4,58
-29,4,58
-29,4,58
-28,4,58
-28,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-28,4,58
-29,4,58
-29,4,58
-28,4,58
-28,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,5,58
-29,4,58
-29,4,58
-28,4,58
-29,5,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-28,5,58
-29,5,58
-29,4,58
-28,5,59
-29,4,58
-28,5,58
-28,4,58
-30,4,58
-28,5,58
-29,5,58
-29,4,58
-29,5,58
-29,4,58
-29,4,58
-29,5,58
-29,5,58
-29,4,58
-29,4,58
-29,5,58
-29,5,58
-29,4,58
-29,4,58
-28,5,58
-29,4,58
-29,4,58
-29,5,58
-29,4,58
-29,4,58
-29,5,58
-29,5,58
-29,5,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-28,4,58
-29,5,58
-29,4,58
-29,5,58
-29,4,58
-29,4,58
-28,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-28,5,58
-29,5,58
-29,4,58
-29,4,58
-29,4,58
-29,5,58
-29,4,58
-28,5,58
-29,4,58
-29,4,58
-29,5,58
-28,5,58
-28,5,58
-29,4,58
-29,4,58
-29,4,58
-29,4,57
-29,5,58
-29,4,58
-29,5,58
-29,5,58
-29,5,58
-29,4,58
-29,4,58
-29,5,58
-28,5,58
-28,5,58
-29,4,58
-29,4,58
-29,4,58
-29,5,58
-28,5,58
-29,5,58
-29,4,58
-29,4,58
-29,5,58
-28,5,58
-29,5,58
-29,5,58
-28,5,58
-29,5,58
-29,5,58
-29,4,58
-29,5,58
-29,5,58
-28,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,4,58
-29,4,58
-28,5,58
-28,5,58
-29,5,58
-29,4,58
-29,4,58
-29,4,58
-29,5,58
-29,5,58
-29,4,58
-29,5,58
-29,4,58
-29,5,58
-29,5,58
-29,4,58
-29,4,58
-29,5,58
-29,5,58
-29,4,58
-28,5,58
-29,4,58
-29,4,58
-29,5,58
-29,5,58
-28,5,58
-29,5,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,5,58
-29,5,58
-29,5,58
-29,4,58
-28,5,58
-29,5,58
-29,4,58
-29,4,58
-29,4,58
-29,5,58
-29,5,58
-29,4,58
-29,5,58
-29,4,58
-29,5,58
-29,4,58
-29,4,58
-29,4,58
-29,4,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,4,58
-29,4,58
-29,4,58
-28,5,58
-29,4,58
-28,4,58
-29,4,58
-29,4,58
-28,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,4,58
-29,4,58
-29,4,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-28,5,58
-29,5,58
-29,5,58
-29,5,58
-29,4,58
-29,4,58
-29,5,58
-29,4,58
-29,5,58
-29,5,58
-29,4,58
-29,5,58
-29,5,58
-29,4,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,4,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-28,4,58
-28,5,58
-29,5,58
-29,4,58
-29,4,58
-28,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-28,4,58
-29,5,58
-29,4,58
-29,5,58
-29,5,58
-29,4,58
-29,4,58
-28,5,58
-29,5,58
-29,4,58
-29,5,58
-29,4,58
-29,5,58
-29,5,58
-29,4,58
-29,4,58
-28,4,58
-29,5,58
-28,5,58
-29,4,58
-29,4,58
-29,4,58
-28,5,58
-28,5,58
-29,5,58
-28,5,58
-29,5,58
-28,5,58
-28,5,58
-28,5,58
-29,5,58
-28,5,58
-28,5,58
-29,5,58
-28,5,58
-28,5,58
-28,5,58
-29,5,58
-29,5,58
-29,5,58
-29,5,58
-28,5,58
-28,5,58
-28,5,58
-28,5,58
-29,5,58
-29,5,58
